 ,Full Name,Gender,Age,State,Job Classification,Date Joined,Balance,Marital Status,education,House Loan,Other Loan,contact,Previous Outcome,Loan Default,Customer Code
1908,Salvador Bass,Male,33.0,California,White Collar,2017-09-04,1017.88,divorced,tertiary,yes,no,cellular,unknown,no,A01908
1909,Johanna Boone,Female,36.0,California,White Collar,2017-09-04,35445.97,single,secondary,yes,yes,unknown,unknown,no,A01909
1910,Drew Rogers,Female,38.0,California,White Collar,2017-09-04,47642.72,married,tertiary,no,no,cellular,unknown,no,A01910
1911,Della Jensen,Female,55.0,Nevada,Other,2017-09-04,102780.81,married,secondary,yes,no,cellular,failure,no,A01911
1912,Elaine Ellis,Female,49.0,Nevada,Other,2017-09-04,47022.1,married,secondary,yes,no,unknown,unknown,no,A01912
1913,Bobbie Ryan,Female,33.0,Wyoming,White Collar,2017-09-04,33244.55,married,secondary,no,no,telephone,failure,no,A01913
1914,Joey Wong,Male,23.0,California,White Collar,2017-09-05,58008.78,married,primary,no,no,cellular,unknown,yes,A01914
1915,Fernando Rowe,Female,24.0,California,Other,2017-09-05,4686.36,single,tertiary,no,yes,cellular,unknown,yes,A01915
1916,Della Jensen,Male,37.0,California,White Collar,2017-09-05,50362.88,single,tertiary,no,no,cellular,other,yes,A01916
1917,Ellen Weaver,Male,22.0,California,Blue Collar,2017-09-05,55024.39,married,tertiary,yes,no,cellular,unknown,no,A01917
1918,Ruben Nunez,Male,32.0,California,White Collar,2017-09-05,28964.43,married,primary,yes,no,cellular,unknown,yes,A01918
1919,Salvador Bass,Female,29.0,California,White Collar,2017-09-05,60159.57,married,secondary,yes,no,cellular,unknown,no,A01919
1920,Bobbie Ryan,Male,39.0,California,Blue Collar,2017-09-05,116064.39,married,tertiary,yes,yes,cellular,unknown,no,A01920
1921,Paulette Spencer,Female,31.0,California,White Collar,2017-09-05,24465.36,married,tertiary,yes,no,cellular,unknown,no,A01921
1922,Shari Silva,Male,33.0,California,Blue Collar,2017-09-05,75977.34,married,secondary,yes,no,unknown,unknown,no,A01922
1923,Max Rodgers,Female,44.0,California,White Collar,2017-09-05,2397.97,single,secondary,yes,yes,cellular,unknown,no,A01923
1924,Drew Rogers,Female,57.0,Nevada,Other,2017-09-05,30620.79,married,secondary,no,no,cellular,unknown,no,A01924
1925,Eric Rose,Female,31.0,Wyoming,Other,2017-09-05,11254.24,divorced,secondary,yes,no,unknown,unknown,no,A01925
1926,Sandra Floyd,Male,41.0,Wyoming,White Collar,2017-09-05,41237.12,married,secondary,yes,no,telephone,unknown,no,A01926
1927,Robert Munoz,Female,32.0,Oregon,Other,2017-09-05,71857.48,single,secondary,no,no,cellular,unknown,no,A01927
1928,Elbert Klein,Female,35.0,California,White Collar,2017-09-06,67371.03,married,primary,no,no,cellular,unknown,yes,A01928
1929,Robert Munoz,Female,37.0,California,White Collar,2017-09-06,70256.24,single,primary,no,no,cellular,failure,yes,A01929
1930,Sylvester Morales,Male,38.0,California,White Collar,2017-09-06,32484.01,single,tertiary,no,no,cellular,unknown,no,A01930
1931,Sandra Floyd,Female,21.0,California,White Collar,2017-09-06,38042.0,married,secondary,yes,yes,unknown,unknown,no,A01931
1932,Lee Mack,Male,37.0,California,Other,2017-09-06,47854.88,married,secondary,no,yes,cellular,unknown,no,A01932
1933,Arturo Francis,Male,33.0,California,White Collar,2017-09-06,28796.09,married,secondary,yes,no,unknown,unknown,no,A01933
1934,Jenny Garcia,Male,61.0,Nevada,Blue Collar,2017-09-06,84788.46,married,primary,yes,yes,telephone,failure,no,A01934
1935,Della Jensen,Male,52.0,Nevada,Other,2017-09-06,113047.9,single,secondary,yes,no,cellular,unknown,yes,A01935
1936,Drew Rogers,Female,49.0,Nevada,White Collar,2017-09-06,4467.55,married,secondary,no,no,unknown,unknown,no,A01936
1937,Billie Chandler,Male,34.0,Nevada,Other,2017-09-06,102387.93,single,tertiary,no,no,cellular,unknown,no,A01937
1938,Johanna Boone,Female,42.0,Nevada,Other,2017-09-06,58067.12,single,secondary,yes,no,unknown,unknown,no,A01938
1939,Salvador Bass,Male,21.0,Oregon,White Collar,2017-09-06,15294.93,divorced,secondary,yes,yes,unknown,unknown,no,A01939
1940,Cassandra Franklin,Male,31.0,California,White Collar,2017-09-07,25962.6,married,secondary,yes,no,cellular,unknown,no,A01940
1941,Johanna Boone,Female,41.0,California,White Collar,2017-09-07,89655.06,single,secondary,no,no,cellular,unknown,yes,A01941
1942,Lee Mack,Male,50.0,California,White Collar,2017-09-07,3685.87,married,primary,no,no,unknown,unknown,no,A01942
1943,Max Rodgers,Male,36.0,California,White Collar,2017-09-07,12440.27,married,tertiary,no,no,cellular,unknown,no,A01943
1944,Lee Mack,Female,23.0,California,White Collar,2017-09-07,25741.36,divorced,secondary,no,no,unknown,unknown,no,A01944
1945,Herman Williams,Male,41.0,California,Blue Collar,2017-09-07,133381.4,married,secondary,yes,no,cellular,unknown,no,A01945
1946,Cassandra Franklin,Male,40.0,California,Blue Collar,2017-09-07,7620.7,single,secondary,yes,no,cellular,unknown,no,A01946
1947,Trevor Jones,Female,37.0,California,White Collar,2017-09-07,63786.33,divorced,secondary,yes,no,cellular,unknown,yes,A01947
1948,Elaine Ellis,Male,31.0,California,White Collar,2017-09-07,104709.21,married,secondary,yes,no,cellular,unknown,no,A01948
1949,Blake Bridges,Male,29.0,California,White Collar,2017-09-07,56923.45,single,tertiary,yes,no,unknown,unknown,no,A01949
1950,Rachel Gomez,Male,37.0,Nevada,Blue Collar,2017-09-07,27209.57,married,tertiary,no,no,telephone,unknown,no,A01950
1951,Rachel Gomez,Male,54.0,Nevada,Blue Collar,2017-09-07,17254.39,married,primary,no,no,cellular,unknown,no,A01951
1952,Isabel Cross,Female,33.0,Wyoming,White Collar,2017-09-07,47919.24,single,tertiary,yes,no,cellular,failure,no,A01952
1953,Cecilia Manning,Female,43.0,Wyoming,White Collar,2017-09-07,117117.52,divorced,secondary,yes,yes,telephone,success,yes,A01953
1954,Rachel Gomez,Female,35.0,Wyoming,White Collar,2017-09-07,66325.3,single,tertiary,no,no,cellular,failure,no,A01954
1955,Blake Bridges,Female,41.0,Wyoming,Blue Collar,2017-09-07,46002.33,married,primary,yes,no,unknown,unknown,no,A01955
1956,Joey Wong,Female,24.0,Wyoming,White Collar,2017-09-07,83470.85,divorced,tertiary,yes,yes,unknown,unknown,no,A01956
1957,Marian Hill,Male,33.0,Oregon,Other,2017-09-07,42807.18,married,primary,no,no,telephone,failure,no,A01957
1958,Christy Olson,Female,41.0,California,Blue Collar,2017-09-08,158062.19,single,tertiary,yes,yes,unknown,unknown,no,A01958
1959,Eric Rose,Male,39.0,California,Other,2017-09-08,30428.94,single,secondary,yes,yes,cellular,unknown,no,A01959
1960,Christy Olson,Female,31.0,California,White Collar,2017-09-08,195098.85,married,secondary,yes,no,unknown,unknown,no,A01960
1961,Jaime Pearson,Male,34.0,California,Other,2017-09-08,11703.91,married,primary,yes,no,unknown,unknown,no,A01961
1962,Peter Hodges,Male,48.0,California,White Collar,2017-09-08,121915.96,married,primary,yes,no,unknown,unknown,no,A01962
1963,Elbert Klein,Male,53.0,Nevada,Other,2017-09-08,16977.09,single,tertiary,no,no,cellular,unknown,yes,A01963
1964,Lee Mack,Male,42.0,Nevada,Blue Collar,2017-09-08,65322.63,married,tertiary,yes,no,cellular,unknown,no,A01964
1965,Rachel Gomez,Male,37.0,California,White Collar,2017-09-09,89461.88,married,primary,yes,no,cellular,unknown,no,A01965
1966,Donna Reid,Male,37.0,California,Blue Collar,2017-09-09,34090.4,single,tertiary,no,no,cellular,unknown,no,A01966
1967,Drew Rogers,Male,31.0,California,Blue Collar,2017-09-09,37249.33,married,primary,yes,no,cellular,unknown,no,A01967
1968,Mable Lindsey,Male,38.0,California,White Collar,2017-09-09,92953.3,married,secondary,yes,yes,cellular,unknown,no,A01968
1969,Patty Thompson,Male,35.0,California,White Collar,2017-09-09,50503.55,married,tertiary,yes,no,cellular,unknown,no,A01969
1970,Pauline Beck,Male,34.0,California,Blue Collar,2017-09-09,54422.87,married,tertiary,yes,no,cellular,unknown,no,A01970
1971,Tracy Reed,Male,36.0,California,White Collar,2017-09-09,69787.93,married,secondary,yes,no,cellular,failure,no,A01971
1972,Ruben Nunez,Female,39.0,California,White Collar,2017-09-09,114530.48,married,secondary,yes,yes,unknown,unknown,no,A01972
1973,Rachel Gomez,Male,41.0,California,White Collar,2017-09-09,37199.15,married,secondary,yes,yes,unknown,unknown,no,A01973
1974,Cassandra Franklin,Female,56.0,Nevada,Other,2017-09-09,21519.09,married,unknown,no,no,unknown,unknown,no,A01974
1975,Christy Olson,Male,43.0,Nevada,Blue Collar,2017-09-09,15374.21,single,secondary,no,no,cellular,unknown,yes,A01975
1976,Isabel Cross,Male,45.0,Nevada,Other,2017-09-09,5859.94,divorced,secondary,yes,no,cellular,unknown,no,A01976
1977,Elvira Bowman,Male,54.0,Nevada,Other,2017-09-09,22788.61,single,secondary,no,no,cellular,unknown,no,A01977
1978,Ellen Weaver,Male,28.0,Wyoming,White Collar,2017-09-09,141442.27,divorced,tertiary,no,no,cellular,unknown,no,A01978
1979,Billie Chandler,Male,33.0,Wyoming,Blue Collar,2017-09-09,181615.15,married,unknown,yes,no,telephone,other,no,A01979
1980,Christy Olson,Male,29.0,Oregon,Blue Collar,2017-09-09,50170.25,single,secondary,yes,no,unknown,unknown,no,A01980
1981,Johanna Boone,Female,39.0,Oregon,White Collar,2017-09-09,114339.72,married,unknown,no,no,cellular,success,no,A01981
1982,Marion Glover,Male,26.0,California,Blue Collar,2017-09-10,22432.87,married,tertiary,no,no,cellular,unknown,no,A01982
1983,Brooke Horton,Male,26.0,California,White Collar,2017-09-10,137083.75,married,primary,yes,no,unknown,unknown,no,A01983
1984,Sylvester Morales,Female,39.0,California,White Collar,2017-09-10,6204.18,single,secondary,yes,no,cellular,failure,no,A01984
1985,Cindy Becker,Male,34.0,California,White Collar,2017-09-10,10669.31,married,primary,no,no,unknown,unknown,no,A01985
1986,Lula Daniels,Male,41.0,California,White Collar,2017-09-10,2123.87,single,unknown,no,no,cellular,unknown,no,A01986
1987,Cassandra Franklin,Male,27.0,California,Other,2017-09-10,15257.61,single,tertiary,yes,no,unknown,unknown,no,A01987
1988,Edwin Malone,Female,35.0,California,White Collar,2017-09-10,69208.93,single,secondary,yes,yes,cellular,unknown,no,A01988
1989,Herman Williams,Female,48.0,Nevada,Other,2017-09-10,59905.58,divorced,secondary,no,yes,cellular,unknown,no,A01989
1990,Bethany Pena,Male,51.0,Nevada,Blue Collar,2017-09-10,41447.48,married,secondary,yes,yes,cellular,failure,no,A01990
1991,Sonya Mullins,Female,45.0,Nevada,White Collar,2017-09-10,63814.82,single,secondary,yes,no,unknown,unknown,no,A01991
1992,Lee Mack,Male,60.0,Nevada,Other,2017-09-10,86653.46,divorced,tertiary,no,no,cellular,unknown,yes,A01992
1993,Salvador Bass,Male,63.0,Nevada,Other,2017-09-10,79109.94,married,secondary,yes,no,cellular,unknown,no,A01993
1994,Elaine Ellis,Male,45.0,Nevada,Other,2017-09-10,15630.25,married,unknown,yes,no,cellular,unknown,no,A01994
1995,Robert Munoz,Male,45.0,Nevada,Blue Collar,2017-09-10,167105.28,married,primary,yes,no,cellular,unknown,yes,A01995
1996,Max Rodgers,Male,41.0,Wyoming,White Collar,2017-09-10,6949.51,single,secondary,no,no,cellular,unknown,no,A01996
1997,Kyle Carr,Female,42.0,California,White Collar,2017-09-11,109134.82,divorced,tertiary,yes,yes,cellular,unknown,no,A01997
1998,Austin Reynolds,Female,30.0,California,White Collar,2017-09-11,2744.55,single,secondary,yes,no,unknown,unknown,no,A01998
1999,Donna Reid,Male,26.0,California,White Collar,2017-09-11,120670.34,married,secondary,yes,no,cellular,unknown,no,A01999
2000,Pauline Beck,Male,39.0,California,White Collar,2017-09-11,45484.55,married,secondary,yes,yes,cellular,unknown,no,A02000
2001,Lee Mack,Female,43.0,California,White Collar,2017-09-11,86176.82,married,primary,yes,no,cellular,failure,no,A02001
2002,Colleen Warren,Female,30.0,California,White Collar,2017-09-11,18441.27,married,primary,yes,yes,unknown,unknown,no,A02002
2003,Brooke Horton,Female,40.0,California,White Collar,2017-09-11,75047.82,single,tertiary,yes,no,cellular,failure,no,A02003
2004,Felicia Jennings,Female,28.0,California,White Collar,2017-09-11,58618.1,married,secondary,yes,yes,cellular,unknown,no,A02004
2005,Jenny Garcia,Female,49.0,California,White Collar,2017-09-11,2390.78,single,secondary,yes,yes,cellular,failure,no,A02005
2006,Della Jensen,Male,27.0,California,Other,2017-09-11,54182.55,married,secondary,yes,no,cellular,failure,no,A02006
2007,Shari Silva,Male,51.0,Nevada,Other,2017-09-11,24166.42,married,primary,no,no,unknown,unknown,no,A02007
2008,Eddie Green,Female,49.0,Nevada,Other,2017-09-11,92574.91,single,secondary,yes,no,unknown,unknown,no,A02008
2009,Della Jensen,Male,52.0,Nevada,Other,2017-09-11,52523.24,married,secondary,yes,no,unknown,unknown,no,A02009
2010,Robert Munoz,Male,50.0,Nevada,Other,2017-09-11,256842.52,married,primary,yes,no,unknown,unknown,no,A02010
2011,Herman Williams,Female,53.0,Nevada,Other,2017-09-11,84883.55,single,tertiary,no,no,cellular,unknown,no,A02011
2012,Joey Wong,Female,19.0,Wyoming,Blue Collar,2017-09-11,106023.51,married,primary,yes,yes,unknown,unknown,no,A02012
2013,Willie Vega,Male,18.0,Oregon,White Collar,2017-09-11,75308.54,married,tertiary,no,no,cellular,unknown,no,A02013
2014,Robert Munoz,Female,31.0,Oregon,Other,2017-09-11,12328.67,single,secondary,yes,no,cellular,failure,no,A02014
2015,Trevor Jones,Female,55.0,Oregon,Other,2017-09-11,82253.76,divorced,secondary,no,no,cellular,unknown,yes,A02015
2016,Brooke Horton,Female,36.0,Oregon,Blue Collar,2017-09-11,29549.9,single,tertiary,yes,no,cellular,failure,yes,A02016
2017,Nellie Joseph,Male,43.0,California,White Collar,2017-09-12,17730.88,married,secondary,yes,no,cellular,unknown,no,A02017
2018,Cassandra Franklin,Male,31.0,California,Blue Collar,2017-09-12,13580.33,single,tertiary,yes,no,cellular,unknown,yes,A02018
2019,Herman Williams,Female,34.0,California,Blue Collar,2017-09-12,4893.6,divorced,tertiary,no,no,cellular,unknown,no,A02019
2020,Mable Lindsey,Female,25.0,California,White Collar,2017-09-12,81983.66,married,primary,yes,no,cellular,failure,no,A02020
2021,Elvira Bowman,Female,38.0,California,White Collar,2017-09-12,13538.39,married,secondary,no,yes,unknown,unknown,no,A02021
2022,Bobbie Ryan,Male,37.0,California,White Collar,2017-09-12,48641.84,married,tertiary,no,no,unknown,unknown,no,A02022
2023,Elvira Bowman,Male,36.0,California,White Collar,2017-09-12,68098.1,single,tertiary,no,no,cellular,unknown,no,A02023
2024,Robert Munoz,Male,51.0,Nevada,Blue Collar,2017-09-12,75565.24,married,secondary,no,yes,cellular,unknown,no,A02024
2025,Salvador Bass,Male,58.0,Nevada,White Collar,2017-09-12,208371.85,divorced,tertiary,yes,no,cellular,unknown,no,A02025
2026,Isabel Cross,Female,44.0,Nevada,Other,2017-09-12,28844.36,single,tertiary,no,no,cellular,unknown,no,A02026
2027,Drew Rogers,Female,52.0,Nevada,Blue Collar,2017-09-12,145684.06,married,secondary,yes,no,unknown,unknown,no,A02027
2028,Della Jensen,Male,50.0,Nevada,Other,2017-09-12,40362.3,single,primary,yes,yes,unknown,unknown,no,A02028
2029,Edwin Malone,Male,60.0,Nevada,Blue Collar,2017-09-12,88331.7,married,secondary,yes,no,unknown,unknown,no,A02029
2030,Edwin Malone,Male,46.0,Nevada,Blue Collar,2017-09-12,71223.39,divorced,tertiary,yes,no,cellular,unknown,no,A02030
2031,Nellie Joseph,Male,22.0,Wyoming,White Collar,2017-09-12,143309.34,married,unknown,no,no,unknown,unknown,no,A02031
2032,Cassandra Franklin,Male,31.0,Wyoming,Blue Collar,2017-09-12,43836.31,married,tertiary,yes,no,cellular,unknown,no,A02032
2033,Salvador Bass,Male,38.0,Wyoming,White Collar,2017-09-12,94343.58,married,primary,no,no,telephone,failure,yes,A02033
2034,Guillermo Potter,Male,43.0,California,White Collar,2017-09-13,76981.07,divorced,primary,no,yes,cellular,unknown,yes,A02034
2035,Marion Glover,Male,29.0,California,White Collar,2017-09-13,18294.76,married,secondary,yes,no,cellular,unknown,no,A02035
2036,Della Jensen,Female,37.0,California,Other,2017-09-13,140066.58,divorced,tertiary,no,no,cellular,unknown,no,A02036
2037,Carla Mccormick,Male,31.0,California,White Collar,2017-09-13,131377.57,married,tertiary,yes,no,cellular,unknown,no,A02037
2038,Della Jensen,Male,29.0,California,Other,2017-09-13,104605.72,married,tertiary,yes,yes,cellular,other,yes,A02038
2039,Cassandra Franklin,Male,58.0,Nevada,Blue Collar,2017-09-13,30091.36,single,secondary,yes,no,cellular,unknown,no,A02039
2040,Della Jensen,Male,40.0,Nevada,White Collar,2017-09-13,52155.1,married,tertiary,no,no,cellular,unknown,no,A02040
2041,Donna Reid,Female,64.0,Nevada,Blue Collar,2017-09-13,36908.27,married,secondary,no,no,unknown,unknown,no,A02041
2042,Carla Mccormick,Female,33.0,Nevada,Other,2017-09-13,41540.4,married,primary,no,no,cellular,unknown,no,A02042
2043,Christina Fuller,Male,56.0,Nevada,Blue Collar,2017-09-13,13803.12,married,secondary,yes,no,unknown,unknown,no,A02043
2044,Jenny Garcia,Female,34.0,Wyoming,Other,2017-09-13,82531.55,married,primary,no,yes,cellular,unknown,no,A02044
2045,Cecilia Manning,Female,37.0,Wyoming,White Collar,2017-09-13,24747.12,married,tertiary,yes,no,unknown,unknown,no,A02045
2046,Lorraine Gibson,Female,19.0,Oregon,Blue Collar,2017-09-13,102.67,married,tertiary,no,yes,telephone,unknown,no,A02046
2047,Brooke Horton,Male,21.0,Oregon,Blue Collar,2017-09-13,24918.04,single,secondary,yes,no,unknown,unknown,no,A02047
2048,Kyle Carr,Female,37.0,California,White Collar,2017-09-14,46917.4,married,tertiary,no,no,unknown,unknown,no,A02048
2049,Pauline Beck,Female,31.0,California,White Collar,2017-09-14,104704.7,married,primary,no,yes,cellular,unknown,no,A02049
2050,Bobbie Ryan,Female,28.0,California,White Collar,2017-09-14,123339.58,married,primary,no,no,cellular,success,yes,A02050
2051,Beth Tucker,Male,40.0,California,White Collar,2017-09-14,68164.64,married,primary,yes,no,cellular,failure,no,A02051
2052,Donna Reid,Male,48.0,California,Blue Collar,2017-09-14,92633.4,single,secondary,yes,no,unknown,unknown,yes,A02052
2053,Peter Hodges,Male,38.0,California,White Collar,2017-09-14,146301.3,married,secondary,no,yes,cellular,unknown,no,A02053
2054,Ben Perez,Female,34.0,California,White Collar,2017-09-14,11222.4,single,secondary,yes,no,unknown,unknown,no,A02054
2055,Arturo Francis,Female,26.0,California,White Collar,2017-09-14,4251.0,married,secondary,no,yes,unknown,unknown,no,A02055
2056,Charlie Wood,Male,64.0,Nevada,Other,2017-09-14,21727.07,married,secondary,yes,no,cellular,success,yes,A02056
2057,Cassandra Franklin,Male,50.0,Nevada,Blue Collar,2017-09-14,63925.36,married,secondary,yes,no,cellular,unknown,no,A02057
2058,Ben Perez,Male,47.0,Nevada,Blue Collar,2017-09-14,48955.24,married,secondary,no,yes,cellular,unknown,no,A02058
2059,Lula Daniels,Male,47.0,Nevada,Blue Collar,2017-09-14,38935.33,divorced,tertiary,yes,no,cellular,unknown,no,A02059
2060,Patty Thompson,Male,34.0,Wyoming,White Collar,2017-09-14,88494.67,married,secondary,yes,yes,unknown,unknown,no,A02060
2061,Ivan Adkins,Male,33.0,California,Blue Collar,2017-09-15,16641.54,married,primary,yes,no,unknown,unknown,no,A02061
2062,Cassandra Franklin,Male,36.0,California,White Collar,2017-09-15,88248.91,married,secondary,yes,no,unknown,unknown,no,A02062
2063,Isabel Cross,Male,36.0,California,White Collar,2017-09-15,41168.73,married,unknown,yes,no,cellular,failure,no,A02063
2064,Brooke Horton,Male,32.0,California,Other,2017-09-15,33023.48,married,primary,yes,no,cellular,unknown,no,A02064
